Date,Open,High,Low,Close,Adj Close,Volume
2016-06-08,31.799999,31.975000,31.665001,31.867500,31.867500,32140
2016-06-09,31.885000,32.182499,31.747499,32.049999,32.049999,12400
2016-06-10,32.400002,32.400002,31.750000,31.825001,31.825001,48920
2016-06-13,31.600000,31.952499,31.377501,31.847500,31.847500,65300
2016-06-14,31.650000,32.105000,31.397499,31.887501,31.887501,83660
2016-06-15,32.099998,32.200001,31.807501,31.857500,31.857500,42840
2016-06-16,31.450001,32.032501,31.052500,31.725000,31.725000,45380
2016-06-17,31.887501,32.099998,31.180000,31.360001,31.360001,33700
2016-06-20,31.549999,31.852501,31.397499,31.852501,31.852501,82460
2016-06-21,31.570000,31.947500,31.502501,31.665001,31.665001,19320
2016-06-22,31.825001,31.844999,31.227501,31.542500,31.542500,34360
2016-06-23,31.412500,31.732500,31.245001,31.629999,31.629999,43680
2016-06-24,30.600000,32.099998,30.250000,31.690001,31.690001,274860
2016-06-27,31.747499,31.747499,31.080000,31.257500,31.257500,52660
2016-06-28,31.540001,31.917500,31.424999,31.882500,31.882500,57620
2016-06-29,32.125000,32.310001,32.000000,32.310001,32.310001,55320
2016-06-30,32.327499,32.360001,32.084999,32.357498,32.357498,27060
2016-07-01,32.470001,32.720001,32.052502,32.547501,32.547501,38480
2016-07-04,32.845001,32.950001,32.552502,32.750000,32.750000,20920
2016-07-05,32.730000,32.730000,32.349998,32.509998,32.509998,55020
2016-07-06,32.799999,33.250000,32.599998,33.125000,33.125000,47160
2016-07-07,33.299999,33.527500,33.099998,33.134998,33.134998,25640
2016-07-08,33.200001,33.709999,33.200001,33.674999,33.674999,28920
2016-07-11,33.980000,34.195000,33.752499,34.195000,34.195000,70160
2016-07-12,34.197498,34.285000,33.695000,33.952499,33.952499,66000
2016-07-13,33.895000,34.099998,33.397499,33.652500,33.652500,60840
2016-07-14,33.677502,33.849998,33.400002,33.525002,33.525002,49580
2016-07-15,33.227501,33.567501,33.154999,33.299999,33.299999,28460
2016-07-18,33.330002,33.592499,32.970001,33.340000,33.340000,47520
2016-07-19,33.252499,33.750000,32.997501,33.742500,33.742500,34040
2016-07-20,33.750000,33.935001,33.712502,33.827499,33.827499,51200
2016-07-21,33.950001,34.027500,33.762501,33.922501,33.922501,42920
2016-07-22,33.750000,34.112499,33.677502,34.112499,34.112499,50120
2016-07-25,34.025002,34.097500,33.720001,33.797501,33.797501,56380
2016-07-26,33.660000,33.857498,33.462502,33.535000,33.535000,38140
2016-07-27,33.742500,33.897499,33.459999,33.605000,33.605000,36420
2016-07-28,33.575001,33.807499,33.349998,33.782501,33.782501,127300
2016-07-29,34.540001,34.692501,33.900002,34.244999,34.244999,169360
2016-08-01,34.195000,34.485001,33.802502,34.367500,34.367500,44560
2016-08-02,34.400002,34.400002,33.732498,33.810001,33.810001,66240
2016-08-03,33.924999,33.997501,33.700001,33.724998,33.724998,35860
2016-08-04,33.950001,34.247501,33.724998,33.987499,33.987499,47080
2016-08-05,34.299999,34.712502,34.097500,34.622501,34.622501,102720
2016-08-08,34.669998,34.724998,34.349998,34.450001,34.450001,86960
2016-08-09,34.650002,34.767502,34.557499,34.709999,34.709999,52580
2016-08-10,34.500000,34.599998,34.302502,34.372501,34.372501,73260
2016-08-11,34.595001,34.637501,34.424999,34.480000,34.480000,29280
2016-08-12,34.599998,34.689999,34.349998,34.520000,34.520000,28120
2016-08-15,34.674999,34.750000,34.252499,34.349998,34.349998,53700
2016-08-16,34.150002,34.150002,32.442501,33.932499,33.932499,97100
2016-08-17,34.020000,34.020000,33.717499,33.717499,33.717499,48780
2016-08-18,33.945000,33.945000,33.514999,33.667500,33.667500,44880
2016-08-19,33.757500,33.865002,33.424999,33.552502,33.552502,30260
2016-08-22,33.575001,33.660000,33.275002,33.465000,33.465000,37640
2016-08-23,33.520000,33.799999,33.500000,33.717499,33.717499,33520
2016-08-24,33.814999,33.939999,33.750000,33.805000,33.805000,32400
2016-08-25,33.697498,33.742500,33.450001,33.542500,33.542500,40340
2016-08-26,33.580002,34.142502,33.549999,34.122501,34.122501,34400
2016-08-29,34.400002,34.900002,34.349998,34.557499,34.557499,41460
2016-08-30,34.599998,34.895000,34.377499,34.387501,34.387501,47080
2016-08-31,34.500000,34.685001,34.277500,34.362499,34.362499,23420
2016-09-01,34.549999,34.705002,34.285000,34.327499,34.327499,75380
2016-09-02,34.500000,34.750000,34.250000,34.687500,34.687500,20440
2016-09-05,34.750000,34.750000,34.627499,34.674999,34.674999,31560
2016-09-06,34.775002,34.895000,34.500000,34.794998,34.794998,43580
2016-09-07,35.000000,35.305000,34.897499,34.932499,34.932499,60100
2016-09-08,34.924999,34.947498,34.500000,34.732498,34.732498,19860
2016-09-09,34.779999,34.849998,34.537498,34.544998,34.544998,35100
2016-09-12,33.642502,34.207500,33.302502,34.207500,34.207500,63260
2016-09-13,34.290001,34.334999,33.779999,33.849998,33.849998,28740
2016-09-14,34.099998,34.110001,33.750000,33.884998,33.884998,38480
2016-09-15,33.869999,34.134998,33.742500,34.134998,34.134998,29180
2016-09-16,34.162498,34.952499,34.147499,34.952499,34.952499,26640
2016-09-19,34.950001,35.182499,34.520000,34.682499,34.682499,54840
2016-09-20,34.674999,34.900002,34.502499,34.805000,34.805000,18620
2016-09-21,35.250000,35.297501,34.930000,35.092499,35.092499,68640
2016-09-22,35.215000,35.812500,35.105000,35.582500,35.582500,69500
2016-09-23,35.849998,36.000000,35.735001,35.867500,35.867500,33360
2016-09-26,35.875000,35.875000,35.375000,35.599998,35.599998,54120
2016-09-27,35.672501,36.277500,35.599998,36.277500,36.277500,70700
2016-09-28,36.544998,36.849998,36.349998,36.715000,36.715000,66100
2016-09-29,37.099998,37.297501,36.867500,36.867500,36.867500,89780
2016-09-30,37.037498,37.342499,36.802502,37.259998,37.259998,61600
2016-10-04,37.549999,37.747501,37.262501,37.412498,37.412498,96920
2016-10-05,37.275002,37.607498,37.150002,37.472500,37.472500,49220
2016-10-06,37.755001,37.877499,37.580002,37.764999,37.764999,57280
2016-10-07,37.867500,37.985001,37.512501,37.722500,37.722500,84220
2016-10-10,37.720001,38.125000,37.674999,37.825001,37.825001,71780
2016-10-11,37.869999,38.049999,37.592499,37.625000,37.625000,76040
2016-10-12,37.744999,37.939999,37.647499,37.930000,37.930000,41380
2016-10-13,37.685001,37.697498,37.252499,37.384998,37.384998,77840
2016-10-14,37.705002,37.994999,37.697498,37.697498,37.697498,33880
2016-10-17,37.389999,37.615002,36.822498,37.055000,37.055000,129860
2016-10-18,37.187500,37.462502,37.150002,37.235001,37.235001,53920
2016-10-19,37.305000,37.497501,37.052502,37.227501,37.227501,37900
2016-10-20,37.380001,37.380001,36.275002,37.084999,37.084999,94860
2016-10-21,37.299999,37.529999,37.195000,37.465000,37.465000,46300
2016-10-24,37.849998,38.317501,37.752499,38.247501,38.247501,91280
2016-10-25,38.724998,38.787498,38.375000,38.707500,38.707500,137980
2016-10-26,38.375000,38.375000,37.750000,37.965000,37.965000,54660
2016-10-27,37.799999,38.189999,37.482498,37.737499,37.737499,118360
2016-10-28,35.424999,36.000000,35.275002,35.782501,35.782501,420520
2016-10-31,35.740002,36.222500,35.602501,36.187500,36.187500,220980
2016-11-01,36.200001,36.277500,35.599998,35.630001,35.630001,89480
2016-11-02,35.384998,35.537498,34.747501,34.830002,34.830002,95000
2016-11-03,34.070000,35.007500,33.967499,34.577499,34.577499,129700
2016-11-04,34.625000,34.667500,33.945000,34.197498,34.197498,70860
2016-11-07,34.799999,35.482498,34.650002,35.419998,35.419998,117360
2016-11-08,35.595001,35.650002,35.290001,35.630001,35.630001,66100
2016-11-09,33.945000,35.347500,33.799999,35.197498,35.197498,407800
2016-11-10,35.622501,35.997501,32.902500,34.334999,34.334999,206180
2016-11-11,34.095001,34.099998,33.490002,33.842499,33.842499,129460
2016-11-14,34.537498,34.797501,33.450001,33.577499,33.577499,134540
2016-11-15,33.455002,34.590000,33.250000,34.422501,34.422501,188920
2016-11-16,34.744999,35.037498,34.400002,35.025002,35.025002,77340
2016-11-17,34.799999,35.362499,34.599998,35.362499,35.362499,54580
2016-11-18,35.700001,36.157501,35.602501,35.907501,35.907501,53180
2016-11-21,35.974998,36.677502,35.700001,36.507500,36.507500,72860
2016-11-22,36.994999,37.307499,36.752499,36.752499,36.752499,70300
2016-11-23,37.090000,37.134998,36.674999,36.707500,36.707500,34760
2016-11-24,37.125000,37.200001,36.860001,36.927502,36.927502,18880
2016-11-25,37.047501,37.105000,36.722500,36.759998,36.759998,39080
2016-11-28,36.599998,36.767502,36.049999,36.450001,36.450001,67680
2016-11-29,36.247501,36.500000,35.980000,36.044998,36.044998,44540
2016-11-30,35.910000,36.247501,35.615002,35.877499,35.877499,48960
2016-12-01,35.500000,35.542500,34.799999,35.000000,35.000000,52080
2016-12-02,34.682499,35.134998,34.502499,34.862499,34.862499,54560
2016-12-05,35.099998,35.542500,34.642502,35.400002,35.400002,57140
2016-12-06,35.415001,35.759998,35.250000,35.680000,35.680000,54320
2016-12-07,35.849998,35.849998,35.217499,35.502499,35.502499,68400
2016-12-08,35.849998,36.349998,35.552502,36.235001,36.235001,80640
2016-12-09,36.200001,36.485001,36.032501,36.369999,36.369999,48100
2016-12-12,36.424999,36.424999,35.700001,35.889999,35.889999,69500
2016-12-13,35.820000,36.662498,35.802502,36.639999,36.639999,53680
2016-12-14,36.450001,36.669998,35.875000,36.242500,36.242500,73740
2016-12-15,36.750000,36.997501,36.599998,36.950001,36.950001,93880
2016-12-16,36.505001,36.709999,36.105000,36.105000,36.105000,42460
2016-12-19,36.257500,36.887501,36.255001,36.750000,36.750000,85480
2016-12-20,36.807499,37.299999,36.807499,37.299999,37.299999,58360
2016-12-21,37.067501,37.142502,36.487499,36.717499,36.717499,47060
2016-12-22,36.930000,36.930000,36.580002,36.607498,36.607498,50200
2016-12-23,36.700001,36.737499,36.165001,36.169998,36.169998,37080
2016-12-27,36.384998,37.000000,36.277500,36.950001,36.950001,68220
2016-12-28,36.834999,37.472500,36.834999,37.252499,37.252499,64560
2016-12-29,36.950001,37.060001,36.410000,36.482498,36.482498,43820
2016-12-30,36.410000,36.597500,36.242500,36.389999,36.389999,35180
2017-01-02,35.665001,36.470001,35.505001,36.404999,36.404999,83720
2017-01-03,36.297501,36.645000,36.099998,36.102501,36.102501,85200
2017-01-04,36.257500,36.382500,36.022499,36.075001,36.075001,54960
2017-01-05,35.867500,36.700001,35.755001,36.584999,36.584999,64340
2017-01-06,36.900002,37.450001,36.602501,37.450001,37.450001,53620
2017-01-09,37.869999,38.025002,37.549999,37.707500,37.707500,74100
2017-01-10,37.665001,37.820000,37.330002,37.820000,37.820000,50420
2017-01-11,37.770000,37.997501,37.532501,37.722500,37.722500,58060
2017-01-12,37.529999,37.970001,37.320000,37.700001,37.700001,72920
2017-01-13,38.250000,38.650002,38.102501,38.564999,38.564999,92760
2017-01-16,38.625000,38.775002,38.549999,38.549999,38.549999,83380
2017-01-17,38.535000,38.537498,37.557499,37.724998,37.724998,91700
2017-01-18,37.994999,38.007500,37.665001,37.740002,37.740002,111020
2017-01-19,38.002499,38.474998,37.884998,38.314999,38.314999,82360
2017-01-20,38.047501,38.257500,37.875000,38.022499,38.022499,44400
2017-01-23,37.599998,37.897499,37.500000,37.772499,37.772499,70360
2017-01-24,38.099998,38.432499,37.862499,38.259998,38.259998,52920
2017-01-25,38.500000,38.867500,38.362499,38.790001,38.790001,93260
2017-01-26,39.052502,39.375000,38.900002,39.334999,39.334999,110940
2017-01-27,39.200001,39.287498,38.827499,39.090000,39.090000,58300
2017-01-30,39.000000,39.207500,38.302502,38.632500,38.632500,112400
2017-01-31,38.637501,38.892502,38.005001,38.005001,38.005001,77700
2017-02-01,38.384998,38.712502,38.250000,38.445000,38.445000,116100
2017-02-02,38.570000,39.022499,38.302502,38.965000,38.965000,134740
2017-02-03,37.662498,38.000000,37.215000,37.622501,37.622501,312560
2017-02-06,37.849998,38.375000,37.430000,37.577499,37.577499,173460
2017-02-07,37.750000,38.165001,37.527500,38.037498,38.037498,91520
2017-02-08,38.200001,38.342499,38.014999,38.264999,38.264999,62200
2017-02-09,38.450001,38.750000,38.292500,38.637501,38.637501,52260
2017-02-10,38.744999,38.900002,38.645000,38.849998,38.849998,70240
2017-02-13,38.939999,39.697498,38.852501,39.697498,39.697498,112060
2017-02-14,39.400002,39.502499,39.297501,39.472500,39.472500,87700
2017-02-15,39.650002,39.849998,39.549999,39.662498,39.662498,99500
2017-02-16,39.750000,39.797501,39.387501,39.430000,39.430000,89520
2017-02-17,39.577499,39.830002,39.000000,39.810001,39.810001,84060
2017-02-20,39.970001,39.987499,39.799999,39.937500,39.937500,46740
2017-02-21,40.049999,40.715000,40.007500,40.599998,40.599998,100600
2017-02-22,40.799999,41.000000,40.465000,40.660000,40.660000,166080
2017-02-23,40.560001,40.682499,40.070000,40.252499,40.252499,120800
2017-02-24,40.205002,40.205002,39.625000,39.785000,39.785000,146780
2017-02-27,40.075001,40.125000,39.639999,40.000000,40.000000,94720
2017-02-28,40.047501,40.347500,39.900002,39.992500,39.992500,46000
2017-03-01,40.200001,40.555000,40.067501,40.310001,40.310001,66540
2017-03-02,40.619999,40.700001,40.327499,40.352501,40.352501,55340
2017-03-03,40.275002,40.572498,40.052502,40.259998,40.259998,47280
2017-03-06,40.000000,40.157501,39.577499,39.772499,39.772499,64860
2017-03-07,40.007500,40.127499,39.919998,39.959999,39.959999,51020
2017-03-08,40.070000,40.447498,40.049999,40.307499,40.307499,23500
2017-03-09,40.450001,40.450001,40.049999,40.404999,40.404999,35820
2017-03-10,40.447498,40.595001,39.974998,40.060001,40.060001,50140
2017-03-13,39.919998,40.107498,39.849998,40.064999,40.064999,22660
2017-03-14,40.099998,40.157501,39.849998,39.917500,39.917500,77420
2017-03-15,40.197498,40.235001,39.900002,39.965000,39.965000,22760
2017-03-16,39.985001,40.000000,39.647499,39.707500,39.707500,37780
2017-03-17,39.650002,39.762501,39.509998,39.639999,39.639999,27860
2017-03-20,39.625000,39.855000,39.584999,39.845001,39.845001,27840
2017-03-21,39.922501,39.922501,39.139999,39.299999,39.299999,95220
2017-03-22,38.880001,39.252499,38.625000,39.207500,39.207500,136580
2017-03-23,39.305000,39.514999,39.169998,39.395000,39.395000,28300
2017-03-24,39.424999,39.450001,39.240002,39.310001,39.310001,29520
2017-03-27,38.450001,38.779999,38.250000,38.779999,38.779999,53080
2017-03-28,39.165001,39.360001,38.952499,39.310001,39.310001,32920
2017-03-29,39.924999,40.415001,39.787498,40.384998,40.384998,67000
2017-03-30,40.625000,40.825001,40.575001,40.707500,40.707500,85460
2017-03-31,40.919998,41.619999,40.904999,41.549999,41.549999,72180
2017-04-03,41.650002,41.799999,41.522499,41.682499,41.682499,85260
2017-04-04,41.720001,42.240002,41.657501,42.217499,42.217499,140400
2017-04-05,42.500000,43.125000,42.500000,43.075001,43.075001,131580
2017-04-06,42.599998,42.985001,42.342499,42.377499,42.377499,131160
2017-04-07,42.099998,42.450001,41.892502,42.055000,42.055000,74960
2017-04-10,42.349998,42.852501,42.270000,42.717499,42.717499,57060
2017-04-11,42.847500,42.900002,42.230000,42.327499,42.327499,69700
2017-04-12,42.505001,42.750000,42.435001,42.435001,42.435001,40640
2017-04-13,42.099998,42.150002,41.832500,41.994999,41.994999,51980
2017-04-18,42.474998,42.549999,42.062500,42.250000,42.250000,62860
2017-04-19,42.247501,42.467499,42.145000,42.395000,42.395000,34240
2017-04-20,41.997501,42.099998,41.507500,41.872501,41.872501,78160
2017-04-21,42.222500,42.347500,41.997501,42.012501,42.012501,60200
2017-04-24,42.090000,42.147499,41.687500,41.787498,41.787498,105760
2017-04-25,41.849998,41.950001,41.250000,41.474998,41.474998,92480
2017-04-26,41.597500,42.052502,41.529999,41.857498,41.857498,79640
2017-04-27,41.764999,42.362499,41.692501,42.362499,42.362499,56820
2017-04-28,43.625000,43.700001,42.889999,42.902500,42.902500,250800
2017-05-02,43.639999,43.700001,43.177502,43.290001,43.290001,123760
2017-05-03,43.400002,43.494999,42.915001,42.927502,42.927502,98200
2017-05-04,43.325001,43.337502,42.702499,42.770000,42.770000,98380
2017-05-05,42.747501,42.939999,42.340000,42.424999,42.424999,76940
2017-05-08,42.750000,43.227501,42.654999,43.035000,43.035000,80400
2017-05-09,43.500000,43.950001,43.500000,43.832500,43.832500,105120
2017-05-10,43.775002,43.927502,43.500000,43.695000,43.695000,81380
2017-05-11,43.632500,43.720001,43.290001,43.422501,43.422501,50420
2017-05-12,43.625000,43.834999,43.490002,43.834999,43.834999,69680
2017-05-15,44.150002,44.174999,43.560001,43.692501,43.692501,147340
2017-05-16,43.584999,43.717499,43.257500,43.617500,43.617500,106060
2017-05-17,43.297501,43.422501,42.627499,42.807499,42.807499,106080
2017-05-18,42.549999,43.134998,42.150002,42.994999,42.994999,203260
2017-05-19,43.174999,43.380001,42.990002,43.192501,43.192501,93420
2017-05-22,43.095001,43.174999,42.762501,43.150002,43.150002,69800
2017-05-23,43.157501,43.459999,43.049999,43.267502,43.267502,65680
2017-05-24,43.494999,43.647499,43.355000,43.542500,43.542500,46640
2017-05-25,43.732498,44.500000,43.580002,44.442501,44.442501,99640
2017-05-26,44.419998,44.657501,44.200001,44.490002,44.490002,88860
2017-05-29,44.727501,44.900002,44.677502,44.849998,44.849998,89420
2017-05-30,44.945000,44.945000,44.544998,44.647499,44.647499,111360
2017-05-31,44.652500,44.750000,43.750000,44.119999,44.119999,102920
2017-06-01,44.424999,44.689999,44.197498,44.372501,44.372501,56160
2017-06-02,44.700001,44.700001,44.192501,44.452499,44.452499,71220
2017-06-05,44.452499,44.452499,44.452499,44.452499,44.452499,0
2017-06-06,44.919998,45.112499,44.724998,44.822498,44.822498,113500
2017-06-07,44.700001,44.917500,44.525002,44.685001,44.685001,124360
2017-06-08,45.000000,45.224998,44.852501,45.000000,45.000000,61220
2017-06-09,45.197498,45.342499,44.877499,44.952499,44.952499,117340
2017-06-12,43.742500,43.775002,42.150002,43.377499,43.377499,312120
2017-06-13,43.294998,43.799999,43.154999,43.369999,43.369999,158100
2017-06-14,43.794998,44.000000,43.549999,43.697498,43.697498,85880
2017-06-15,43.450001,43.450001,42.560001,43.052502,43.052502,78980
2017-06-16,43.224998,44.700001,42.450001,44.437500,44.437500,212100
2017-06-19,44.375000,45.009998,44.349998,44.687500,44.687500,132180
2017-06-20,44.737499,45.117500,44.549999,44.917500,44.917500,105040
2017-06-21,44.695000,44.867500,44.500000,44.575001,44.575001,80060
2017-06-22,44.994999,45.122501,44.700001,45.000000,45.000000,78660
2017-06-23,44.987499,45.064999,44.650002,44.689999,44.689999,72840
2017-06-26,44.997501,45.105000,44.404999,44.404999,44.404999,110000
2017-06-27,44.424999,44.424999,43.580002,43.919998,43.919998,88260
2017-06-28,43.084999,43.537498,42.625000,43.244999,43.244999,182840
2017-06-29,43.625000,43.900002,42.537498,42.537498,42.537498,110360
2017-06-30,42.727501,43.027500,42.587502,42.849998,42.849998,65400
2017-07-03,42.700001,42.860001,41.687500,42.207500,42.207500,119720
2017-07-04,41.875000,42.290001,41.755001,42.000000,42.000000,67440
2017-07-05,41.930000,42.712502,41.852501,42.602501,42.602501,71320
2017-07-06,42.895000,42.895000,42.062500,42.262501,42.262501,46560
2017-07-07,42.349998,42.830002,42.150002,42.830002,42.830002,16780
2017-07-10,43.189999,43.680000,43.087502,43.654999,43.654999,91260
2017-07-11,43.849998,43.900002,43.055000,43.375000,43.375000,68260
2017-07-12,43.494999,44.000000,43.472500,43.930000,43.930000,102880
2017-07-13,44.125000,44.330002,43.799999,43.907501,43.907501,86020
2017-07-14,43.817501,43.992500,43.525002,43.685001,43.685001,37880
2017-07-17,43.875000,44.220001,43.730000,44.072498,44.072498,54240
2017-07-18,44.049999,44.049999,43.375000,44.032501,44.032501,46900
2017-07-19,44.455002,44.687500,44.357498,44.650002,44.650002,76520
2017-07-20,44.647499,44.895000,44.037498,44.205002,44.205002,94240
2017-07-21,44.142502,44.197498,43.500000,43.930000,43.930000,62920
2017-07-24,43.992500,44.427502,43.762501,44.332500,44.332500,98480
